,ID,Scenario,alt,chosen,RC,OC,DR,fixation_trail,Freq_p_week,nationality,Gender,marital,age,experience_months,N_reject_order,Start_working_time,income,education 
602,112631,S1.1,3,0,3100,17,350,33278,6,4,2,2,28,42,1,7,4.5,3
603,112631,S1.1,4,1,3200,15,350,33278,6,4,2,2,28,42,1,7,4.5,3
604,112631,S2.1,1,0,2400,50,550,10286,6,4,2,2,28,42,1,7,4.5,3
605,112631,S2.1,3,0,3100,17,350,10286,6,4,2,2,28,42,1,7,4.5,3
606,112631,S2.1,4,1,3000,19,350,10286,6,4,2,2,28,42,1,7,4.5,3
607,112631,S2.3,1,0,2400,50,550,7590,6,4,2,2,28,42,1,7,4.5,3
608,112631,S2.3,3,0,3100,17,350,7590,6,4,2,2,28,42,1,7,4.5,3
609,112631,S2.3,4,1,2900,19,350,7590,6,4,2,2,28,42,1,7,4.5,3
610,112631,S1.3,1,0,2400,50,550,7498,6,4,2,2,28,42,1,7,4.5,3
611,112631,S1.3,3,1,3100,17,350,7498,6,4,2,2,28,42,1,7,4.5,3
612,112631,S1.3,4,0,3300,15,350,7498,6,4,2,2,28,42,1,7,4.5,3
613,112631,S2.4,1,0,2400,50,550,13690,6,4,2,2,28,42,1,7,4.5,3
614,112631,S2.4,3,0,3100,17,350,13690,6,4,2,2,28,42,1,7,4.5,3
615,112631,S2.4,4,1,2900,21,350,13690,6,4,2,2,28,42,1,7,4.5,3
616,112631,A1.2,1,0,2400,50,550,9344,6,4,2,2,28,42,1,7,4.5,3
617,112631,A1.2,3,1,3100,17,350,9344,6,4,2,2,28,42,1,7,4.5,3
618,112631,A1.2,4,0,3050,17,200,9344,6,4,2,2,28,42,1,7,4.5,3
619,112631,A1.1,1,0,2400,50,550,10060,6,4,2,2,28,42,1,7,4.5,3
620,112631,A1.1,3,1,3100,17,350,10060,6,4,2,2,28,42,1,7,4.5,3
621,112631,A1.1,4,0,3050,17,250,10060,6,4,2,2,28,42,1,7,4.5,3
622,112631,A1.3,1,0,2400,50,550,15088,6,4,2,2,28,42,1,7,4.5,3
623,112631,A1.3,3,1,3100,17,350,15088,6,4,2,2,28,42,1,7,4.5,3
624,112631,A1.3,4,0,3080,17,300,15088,6,4,2,2,28,42,1,7,4.5,3
625,112632,A1.3R,1,1,1800,53,550,50486,7,4,2,1,53,96,1,7,2.5,5
626,112632,A1.3R,3,0,2350,20,350,50486,7,4,2,1,53,96,1,7,2.5,5
627,112632,A1.3R,4,0,2330,20,300,50486,7,4,2,1,53,96,1,7,2.5,5
628,112632,A1.4R,1,1,1800,53,550,19240,7,4,2,1,53,96,1,7,2.5,5
629,112632,A1.4R,3,0,2350,20,350,19240,7,4,2,1,53,96,1,7,2.5,5
630,112632,A1.4R,4,0,2330,20,250,19240,7,4,2,1,53,96,1,7,2.5,5
631,112632,A1.2R,1,1,1800,53,550,22276,7,4,2,1,53,96,1,7,2.5,5
632,112632,A1.2R,3,0,2350,20,350,22276,7,4,2,1,53,96,1,7,2.5,5
633,112632,A1.2R,4,0,2300,20,200,22276,7,4,2,1,53,96,1,7,2.5,5
634,112632,A1.1R,1,1,1800,53,550,18892,7,4,2,1,53,96,1,7,2.5,5
635,112632,A1.1R,3,0,2350,20,350,18892,7,4,2,1,53,96,1,7,2.5,5
636,112632,A1.1R,4,0,2300,20,250,18892,7,4,2,1,53,96,1,7,2.5,5
637,112632,S2.2R,1,1,1800,53,550,26746,7,4,2,1,53,96,1,7,2.5,5
638,112632,S2.2R,3,0,2350,20,350,26746,7,4,2,1,53,96,1,7,2.5,5
639,112632,S2.2R,4,0,2250,24,350,26746,7,4,2,1,53,96,1,7,2.5,5
640,112632,S1.1R,1,1,1800,53,550,34968,7,4,2,1,53,96,1,7,2.5,5
641,112632,S1.1R,3,0,2350,20,350,34968,7,4,2,1,53,96,1,7,2.5,5
642,112632,S1.1R,4,0,2450,18,350,34968,7,4,2,1,53,96,1,7,2.5,5
643,112632,S2.1R,1,1,1800,53,550,30182,7,4,2,1,53,96,1,7,2.5,5
644,112632,S2.1R,3,0,2350,20,350,30182,7,4,2,1,53,96,1,7,2.5,5
645,112632,S2.1R,4,0,2250,22,350,30182,7,4,2,1,53,96,1,7,2.5,5
646,112632,S1.4R,1,1,1800,53,550,29620,7,4,2,1,53,96,1,7,2.5,5
647,112632,S1.4R,3,0,2350,20,350,29620,7,4,2,1,53,96,1,7,2.5,5
648,112632,S1.4R,4,0,2550,16,350,29620,7,4,2,1,53,96,1,7,2.5,5
649,112633,S2.1R,1,0,2100,51,700,21724,5,4,1,1,50,54,2,7,2.5,3
650,112633,S2.1R,3,0,2750,20,400,21724,5,4,1,1,50,54,2,7,2.5,3
651,112633,S2.1R,4,1,2650,22,400,21724,5,4,1,1,50,54,2,7,2.5,3
652,112633,S1.1R,1,0,2100,51,700,19674,5,4,1,1,50,54,2,7,2.5,3
653,112633,S1.1R,3,1,2750,20,400,19674,5,4,1,1,50,54,2,7,2.5,3
654,112633,S1.1R,4,0,2850,18,400,19674,5,4,1,1,50,54,2,7,2.5,3
655,112633,S1.2R,1,0,2100,51,700,17112,5,4,1,1,50,54,2,7,2.5,3
656,112633,S1.2R,3,0,2750,20,400,17112,5,4,1,1,50,54,2,7,2.5,3
657,112633,S1.2R,4,1,2850,16,400,17112,5,4,1,1,50,54,2,7,2.5,3
658,112633,S2.2R,1,0,2100,51,700,23606,5,4,1,1,50,54,2,7,2.5,3
659,112633,S2.2R,3,0,2750,20,400,23606,5,4,1,1,50,54,2,7,2.5,3
660,112633,S2.2R,4,1,2650,24,400,23606,5,4,1,1,50,54,2,7,2.5,3
661,112633,S2.4R,1,0,2100,51,700,9398,5,4,1,1,50,54,2,7,2.5,3
662,112633,S2.4R,3,0,2750,20,400,9398,5,4,1,1,50,54,2,7,2.5,3
663,112633,S2.4R,4,1,2550,24,400,9398,5,4,1,1,50,54,2,7,2.5,3
664,112633,A1.3R,1,0,2100,51,700,8336,5,4,1,1,50,54,2,7,2.5,3
665,112633,A1.3R,3,1,2750,20,400,8336,5,4,1,1,50,54,2,7,2.5,3
666,112633,A1.3R,4,0,2730,20,350,8336,5,4,1,1,50,54,2,7,2.5,3
667,112633,A1.1R,1,0,2100,51,700,4710,5,4,1,1,50,54,2,7,2.5,3
668,112633,A1.1R,3,1,2750,20,400,4710,5,4,1,1,50,54,2,7,2.5,3
669,112633,A1.1R,4,0,2700,20,300,4710,5,4,1,1,50,54,2,7,2.5,3
670,112633,A1.2R,1,0,2100,51,700,6422,5,4,1,1,50,54,2,7,2.5,3
671,112633,A1.2R,3,1,2750,20,400,6422,5,4,1,1,50,54,2,7,2.5,3
672,112633,A1.2R,4,0,2700,20,250,6422,5,4,1,1,50,54,2,7,2.5,3
673,112635,S1.4,1,0,1800,40,550,30818,6,4,2,1,60,54,0,9,6.5,2
674,112635,S1.4,3,1,2350,14,350,30818,6,4,2,1,60,54,0,9,6.5,2
675,112635,S1.4,4,0,2550,10,350,30818,6,4,2,1,60,54,0,9,6.5,2
676,112635,S2.2,1,0,1800,40,550,29538,6,4,2,1,60,54,0,9,6.5,2
677,112635,S2.2,3,1,2350,14,350,29538,6,4,2,1,60,54,0,9,6.5,2
678,112635,S2.2,4,0,2250,18,350,29538,6,4,2,1,60,54,0,9,6.5,2
679,112635,S2.1,1,0,1800,40,550,24610,6,4,2,1,60,54,0,9,6.5,2
680,112635,S2.1,3,1,2350,14,350,24610,6,4,2,1,60,54,0,9,6.5,2
681,112635,S2.1,4,0,2250,16,350,24610,6,4,2,1,60,54,0,9,6.5,2
682,112635,S2.3,1,0,1800,40,550,16882,6,4,2,1,60,54,0,9,6.5,2
683,112635,S2.3,3,0,2350,14,350,16882,6,4,2,1,60,54,0,9,6.5,2
684,112635,S2.3,4,1,2150,16,350,16882,6,4,2,1,60,54,0,9,6.5,2
685,112635,S1.3,1,0,1800,40,550,11762,6,4,2,1,60,54,0,9,6.5,2
686,112635,S1.3,3,1,2350,14,350,11762,6,4,2,1,60,54,0,9,6.5,2
687,112635,S1.3,4,0,2550,12,350,11762,6,4,2,1,60,54,0,9,6.5,2
688,112635,A1.3,1,0,1800,40,550,12982,6,4,2,1,60,54,0,9,6.5,2
689,112635,A1.3,3,0,2350,14,350,12982,6,4,2,1,60,54,0,9,6.5,2
690,112635,A1.3,4,1,2330,14,300,12982,6,4,2,1,60,54,0,9,6.5,2
691,112635,A1.1,1,0,1800,40,550,24102,6,4,2,1,60,54,0,9,6.5,2
692,112635,A1.1,3,1,2350,14,350,24102,6,4,2,1,60,54,0,9,6.5,2
693,112635,A1.1,4,0,2300,14,250,24102,6,4,2,1,60,54,0,9,6.5,2
694,112635,A1.4,1,0,1800,40,550,14929,6,4,2,1,60,54,0,9,6.5,2
695,112635,A1.4,3,1,2350,14,350,14929,6,4,2,1,60,54,0,9,6.5,2
696,112635,A1.4,4,0,2330,14,250,14929,6,4,2,1,60,54,0,9,6.5,2
697,1127361,A1.3,1,0,1800,103,550,83186,7,3,2,1,41,96,1,9,7.5,5
698,1127361,A1.3,3,0,2350,29,350,83186,7,3,2,1,41,96,1,9,7.5,5
699,1127361,A1.3,4,1,2330,29,300,83186,7,3,2,1,41,96,1,9,7.5,5
700,1127361,A1.1,1,0,1800,103,550,36704,7,3,2,1,41,96,1,9,7.5,5
701,1127361,A1.1,3,0,2350,29,350,36704,7,3,2,1,41,96,1,9,7.5,5
702,1127361,A1.1,4,1,2300,29,250,36704,7,3,2,1,41,96,1,9,7.5,5
703,1127361,A1.2,1,0,1800,103,550,25950,7,3,2,1,41,96,1,9,7.5,5
704,1127361,A1.2,3,0,2350,29,350,25950,7,3,2,1,41,96,1,9,7.5,5
705,1127361,A1.2,4,1,2300,29,200,25950,7,3,2,1,41,96,1,9,7.5,5
706,1127361,A1.4,1,0,1800,103,550,23564,7,3,2,1,41,96,1,9,7.5,5
707,1127361,A1.4,3,0,2350,29,350,23564,7,3,2,1,41,96,1,9,7.5,5
708,1127361,A1.4,4,1,2330,29,250,23564,7,3,2,1,41,96,1,9,7.5,5
709,1127361,S2.1,1,0,1800,103,550,44792,7,3,2,1,41,96,1,9,7.5,5
710,1127361,S2.1,3,0,2350,29,350,44792,7,3,2,1,41,96,1,9,7.5,5
711,1127361,S2.1,4,1,2250,31,350,44792,7,3,2,1,41,96,1,9,7.5,5
712,1127361,S1.1,1,0,1800,103,550,43608,7,3,2,1,41,96,1,9,7.5,5
713,1127361,S1.1,3,1,2350,29,350,43608,7,3,2,1,41,96,1,9,7.5,5
714,1127361,S1.1,4,0,2450,27,350,43608,7,3,2,1,41,96,1,9,7.5,5
715,1127361,S2.2,1,0,1800,103,550,52184,7,3,2,1,41,96,1,9,7.5,5
716,1127361,S2.2,3,1,2350,29,350,52184,7,3,2,1,41,96,1,9,7.5,5
717,1127361,S2.2,4,0,2250,33,350,52184,7,3,2,1,41,96,1,9,7.5,5
718,1127361,S2.3,1,0,1800,103,550,54210,7,3,2,1,41,96,1,9,7.5,5
719,1127361,S2.3,3,0,2350,29,350,54210,7,3,2,1,41,96,1,9,7.5,5
720,1127361,S2.3,4,1,2150,31,350,54210,7,3,2,1,41,96,1,9,7.5,5
721,112837,A1.3R,1,0,2700,50,550,44474,6,4,2,1,37,9,2,9,3.5,4
722,112837,A1.3R,3,1,3500,17,350,44474,6,4,2,1,37,9,2,9,3.5,4
723,112837,A1.3R,4,0,3480,17,300,44474,6,4,2,1,37,9,2,9,3.5,4
724,112837,A1.2R,1,0,2700,50,550,29002,6,4,2,1,37,9,2,9,3.5,4
725,112837,A1.2R,3,1,3500,17,350,29002,6,4,2,1,37,9,2,9,3.5,4
726,112837,A1.2R,4,0,3450,17,200,29002,6,4,2,1,37,9,2,9,3.5,4
727,112837,A1.1R,1,0,2700,50,550,21092,6,4,2,1,37,9,2,9,3.5,4
728,112837,A1.1R,3,1,3500,17,350,21092,6,4,2,1,37,9,2,9,3.5,4
729,112837,A1.1R,4,0,3450,17,250,21092,6,4,2,1,37,9,2,9,3.5,4
730,112837,A1.4R,1,0,2700,50,550,33198,6,4,2,1,37,9,2,9,3.5,4
731,112837,A1.4R,3,1,3500,17,350,33198,6,4,2,1,37,9,2,9,3.5,4
732,112837,A1.4R,4,0,3480,17,250,33198,6,4,2,1,37,9,2,9,3.5,4
733,112837,S2.1R,1,0,2700,50,550,65980,6,4,2,1,37,9,2,9,3.5,4
734,112837,S2.1R,3,1,3500,17,350,65980,6,4,2,1,37,9,2,9,3.5,4
735,112837,S2.1R,4,0,3400,19,350,65980,6,4,2,1,37,9,2,9,3.5,4
736,112837,S1.2R,1,0,2700,50,550,29976,6,4,2,1,37,9,2,9,3.5,4
737,112837,S1.2R,3,1,3500,17,350,29976,6,4,2,1,37,9,2,9,3.5,4
738,112837,S1.2R,4,0,3600,13,350,29976,6,4,2,1,37,9,2,9,3.5,4
739,112837,S2.2R,1,0,2700,50,550,24710,6,4,2,1,37,9,2,9,3.5,4
740,112837,S2.2R,3,1,3500,17,350,24710,6,4,2,1,37,9,2,9,3.5,4
741,112837,S2.2R,4,0,3400,21,350,24710,6,4,2,1,37,9,2,9,3.5,4
742,112837,S1.3R,1,0,2700,50,550,17354,6,4,2,1,37,9,2,9,3.5,4
743,112837,S1.3R,3,1,3500,17,350,17354,6,4,2,1,37,9,2,9,3.5,4
744,112837,S1.3R,4,0,3700,15,350,17354,6,4,2,1,37,9,2,9,3.5,4
745,112939,A1.1R,1,0,2100,68,550,73314,7,4,2,1,41,156,0,7,2.5,1
746,112939,A1.1R,3,1,2650,23,350,73314,7,4,2,1,41,156,0,7,2.5,1
747,112939,A1.1R,4,0,2600,23,250,73314,7,4,2,1,41,156,0,7,2.5,1
748,112939,A1.4R,1,0,2100,68,550,33230,7,4,2,1,41,156,0,7,2.5,1
749,112939,A1.4R,3,1,2650,23,350,33230,7,4,2,1,41,156,0,7,2.5,1
750,112939,A1.4R,4,0,2630,23,250,33230,7,4,2,1,41,156,0,7,2.5,1
751,112939,A1.3R,1,0,2100,68,550,43864,7,4,2,1,41,156,0,7,2.5,1
752,112939,A1.3R,3,1,2650,23,350,43864,7,4,2,1,41,156,0,7,2.5,1
753,112939,A1.3R,4,0,2630,23,300,43864,7,4,2,1,41,156,0,7,2.5,1
754,112939,A1.2R,1,0,2100,68,550,46072,7,4,2,1,41,156,0,7,2.5,1
755,112939,A1.2R,3,1,2650,23,350,46072,7,4,2,1,41,156,0,7,2.5,1
756,112939,A1.2R,4,0,2600,23,200,46072,7,4,2,1,41,156,0,7,2.5,1
757,112939,S1.4R,1,1,2100,68,550,78124,7,4,2,1,41,156,0,7,2.5,1
758,112939,S1.4R,3,0,2650,23,350,78124,7,4,2,1,41,156,0,7,2.5,1
759,112939,S1.4R,4,0,2850,19,350,78124,7,4,2,1,41,156,0,7,2.5,1
760,112939,S2.2R,1,1,2100,68,550,40826,7,4,2,1,41,156,0,7,2.5,1
761,112939,S2.2R,3,0,2650,23,350,40826,7,4,2,1,41,156,0,7,2.5,1
762,112939,S2.2R,4,0,2550,27,350,40826,7,4,2,1,41,156,0,7,2.5,1
763,112939,S2.1R,1,0,2100,68,550,50716,7,4,2,1,41,156,0,7,2.5,1
764,112939,S2.1R,3,0,2650,23,350,50716,7,4,2,1,41,156,0,7,2.5,1
765,112939,S2.1R,4,1,2550,25,350,50716,7,4,2,1,41,156,0,7,2.5,1
766,112939,S1.3R,1,0,2100,68,550,32016,7,4,2,1,41,156,0,7,2.5,1
767,112939,S1.3R,3,1,2650,23,350,32016,7,4,2,1,41,156,0,7,2.5,1
768,112939,S1.3R,4,0,2850,21,350,32016,7,4,2,1,41,156,0,7,2.5,1
769,112940,A1.2,1,0,2400,52,800,17376,6,4,2,2,43,18,1,13,5.5,5
770,112940,A1.2,3,1,2900,20,500,17376,6,4,2,2,43,18,1,13,5.5,5
771,112940,A1.2,4,0,2850,20,350,17376,6,4,2,2,43,18,1,13,5.5,5
772,112940,A1.4,1,0,2400,52,800,7854,6,4,2,2,43,18,1,13,5.5,5
773,112940,A1.4,3,1,2900,20,500,7854,6,4,2,2,43,18,1,13,5.5,5
774,112940,A1.4,4,0,2880,20,400,7854,6,4,2,2,43,18,1,13,5.5,5
775,112940,A1.1,1,0,2400,52,800,24824,6,4,2,2,43,18,1,13,5.5,5
776,112940,A1.1,3,1,2900,20,500,24824,6,4,2,2,43,18,1,13,5.5,5
777,112940,A1.1,4,0,2850,20,400,24824,6,4,2,2,43,18,1,13,5.5,5
778,112940,A1.3,1,0,2400,52,800,11266,6,4,2,2,43,18,1,13,5.5,5
779,112940,A1.3,3,1,2900,20,500,11266,6,4,2,2,43,18,1,13,5.5,5
780,112940,A1.3,4,0,2880,20,450,11266,6,4,2,2,43,18,1,13,5.5,5
781,112940,S2.3,1,0,2400,52,800,18948,6,4,2,2,43,18,1,13,5.5,5
782,112940,S2.3,3,0,2900,20,500,18948,6,4,2,2,43,18,1,13,5.5,5
783,112940,S2.3,4,1,2700,22,500,18948,6,4,2,2,43,18,1,13,5.5,5
784,112940,S2.1,1,0,2400,52,800,8664,6,4,2,2,43,18,1,13,5.5,5
785,112940,S2.1,3,0,2900,20,500,8664,6,4,2,2,43,18,1,13,5.5,5
786,112940,S2.1,4,1,2800,22,500,8664,6,4,2,2,43,18,1,13,5.5,5
787,112940,S1.1,1,0,2400,52,800,17914,6,4,2,2,43,18,1,13,5.5,5
788,112940,S1.1,3,1,2900,20,500,17914,6,4,2,2,43,18,1,13,5.5,5
789,112940,S1.1,4,0,3000,18,500,17914,6,4,2,2,43,18,1,13,5.5,5
790,112940,S1.2,1,0,2400,52,800,16832,6,4,2,2,43,18,1,13,5.5,5
791,112940,S1.2,3,1,2900,20,500,16832,6,4,2,2,43,18,1,13,5.5,5
792,112940,S1.2,4,0,3000,16,500,16832,6,4,2,2,43,18,1,13,5.5,5
793,112941,S1.3,1,0,1500,53,550,46424,6,4,2,1,41,30,1,9,2.5,1
794,112941,S1.3,3,0,1950,20,350,46424,6,4,2,1,41,30,1,9,2.5,1
795,112941,S1.3,4,1,2150,18,350,46424,6,4,2,1,41,30,1,9,2.5,1
796,112941,S1.4,1,0,1500,53,550,6466,6,4,2,1,41,30,1,9,2.5,1
797,112941,S1.4,3,0,1950,20,350,6466,6,4,2,1,41,30,1,9,2.5,1
798,112941,S1.4,4,1,2150,16,350,6466,6,4,2,1,41,30,1,9,2.5,1
799,112941,S2.3,1,0,1500,53,550,8066,6,4,2,1,41,30,1,9,2.5,1
800,112941,S2.3,3,0,1950,20,350,8066,6,4,2,1,41,30,1,9,2.5,1
801,112941,S2.3,4,1,1750,22,350,8066,6,4,2,1,41,30,1,9,2.5,1
802,112941,S2.4,1,0,1500,53,550,8666,6,4,2,1,41,30,1,9,2.5,1
803,112941,S2.4,3,0,1950,20,350,8666,6,4,2,1,41,30,1,9,2.5,1
804,112941,S2.4,4,1,1750,24,350,8666,6,4,2,1,41,30,1,9,2.5,1
805,112941,S2.2,1,0,1500,53,550,20816,6,4,2,1,41,30,1,9,2.5,1
806,112941,S2.2,3,0,1950,20,350,20816,6,4,2,1,41,30,1,9,2.5,1
807,112941,S2.2,4,1,1850,24,350,20816,6,4,2,1,41,30,1,9,2.5,1
808,112941,A1.3,1,0,1500,53,550,6282,6,4,2,1,41,30,1,9,2.5,1
809,112941,A1.3,3,0,1950,20,350,6282,6,4,2,1,41,30,1,9,2.5,1
810,112941,A1.3,4,1,1930,20,300,6282,6,4,2,1,41,30,1,9,2.5,1
811,112941,A1.1,1,0,1500,53,550,8846,6,4,2,1,41,30,1,9,2.5,1
812,112941,A1.1,3,0,1950,20,350,8846,6,4,2,1,41,30,1,9,2.5,1
813,112941,A1.1,4,1,1900,20,250,8846,6,4,2,1,41,30,1,9,2.5,1
814,112941,A1.4,1,0,1500,53,550,9552,6,4,2,1,41,30,1,9,2.5,1
815,112941,A1.4,3,0,1950,20,350,9552,6,4,2,1,41,30,1,9,2.5,1
816,112941,A1.4,4,1,1930,20,250,9552,6,4,2,1,41,30,1,9,2.5,1
817,11129421,A1.3,1,0,2400,70,700,19368,6,4,2,2,29,96,1,17,5.5,3
818,11129421,A1.3,3,1,2750,17,400,19368,6,4,2,2,29,96,1,17,5.5,3
819,11129421,A1.3,4,0,2730,17,350,19368,6,4,2,2,29,96,1,17,5.5,3
820,11129421,A1.2,1,0,2400,70,700,4180,6,4,2,2,29,96,1,17,5.5,3
821,11129421,A1.2,3,1,2750,17,400,4180,6,4,2,2,29,96,1,17,5.5,3
822,11129421,A1.2,4,0,2700,17,250,4180,6,4,2,2,29,96,1,17,5.5,3
823,11129421,A1.1,1,0,2400,70,700,6182,6,4,2,2,29,96,1,17,5.5,3
824,11129421,A1.1,3,1,2750,17,400,6182,6,4,2,2,29,96,1,17,5.5,3
825,11129421,A1.1,4,0,2700,17,300,6182,6,4,2,2,29,96,1,17,5.5,3
826,11129421,A1.4,1,0,2400,70,700,6178,6,4,2,2,29,96,1,17,5.5,3
827,11129421,A1.4,3,1,2750,17,400,6178,6,4,2,2,29,96,1,17,5.5,3
828,11129421,A1.4,4,0,2730,17,300,6178,6,4,2,2,29,96,1,17,5.5,3
829,11129421,S2.4,1,0,2400,70,700,7454,6,4,2,2,29,96,1,17,5.5,3
830,11129421,S2.4,3,0,2750,17,400,7454,6,4,2,2,29,96,1,17,5.5,3
831,11129421,S2.4,4,1,2550,21,400,7454,6,4,2,2,29,96,1,17,5.5,3
832,11129421,S1.1,1,0,2400,70,700,3396,6,4,2,2,29,96,1,17,5.5,3
833,11129421,S1.1,3,1,2750,17,400,3396,6,4,2,2,29,96,1,17,5.5,3
834,11129421,S1.1,4,0,2850,15,400,3396,6,4,2,2,29,96,1,17,5.5,3
835,11129421,S2.1,1,0,2400,70,700,3436,6,4,2,2,29,96,1,17,5.5,3
836,11129421,S2.1,3,0,2750,17,400,3436,6,4,2,2,29,96,1,17,5.5,3
837,11129421,S2.1,4,1,2650,19,400,3436,6,4,2,2,29,96,1,17,5.5,3
838,11129421,S2.3,1,0,2400,70,700,3008,6,4,2,2,29,96,1,17,5.5,3
839,11129421,S2.3,3,0,2750,17,400,3008,6,4,2,2,29,96,1,17,5.5,3
840,11129421,S2.3,4,1,2550,19,400,3008,6,4,2,2,29,96,1,17,5.5,3
841,113042,S1.1,1,0,2700,46,650,34298,6,4,1,2,50,96,1,11,3.5,3
842,113042,S1.1,3,1,3500,17,400,34298,6,4,1,2,50,96,1,11,3.5,3
843,113042,S1.1,4,0,3600,15,400,34298,6,4,1,2,50,96,1,11,3.5,3
844,113042,S2.4,1,0,2700,46,650,13494,6,4,1,2,50,96,1,11,3.5,3
845,113042,S2.4,3,0,3500,17,400,13494,6,4,1,2,50,96,1,11,3.5,3
846,113042,S2.4,4,1,3300,21,400,13494,6,4,1,2,50,96,1,11,3.5,3
847,113042,S2.3,1,0,2700,46,650,8242,6,4,1,2,50,96,1,11,3.5,3
848,113042,S2.3,3,0,3500,17,400,8242,6,4,1,2,50,96,1,11,3.5,3
849,113042,S2.3,4,1,3300,19,400,8242,6,4,1,2,50,96,1,11,3.5,3
850,113042,S2.1,1,0,2700,46,650,6354,6,4,1,2,50,96,1,11,3.5,3
851,113042,S2.1,3,0,3500,17,400,6354,6,4,1,2,50,96,1,11,3.5,3
852,113042,S2.1,4,1,3400,19,400,6354,6,4,1,2,50,96,1,11,3.5,3
853,113042,S1.3,1,0,2700,46,650,27430,6,4,1,2,50,96,1,11,3.5,3
854,113042,S1.3,3,0,3500,17,400,27430,6,4,1,2,50,96,1,11,3.5,3
855,113042,S1.3,4,1,3700,15,400,27430,6,4,1,2,50,96,1,11,3.5,3
856,113042,A1.2,1,0,2700,46,650,14850,6,4,1,2,50,96,1,11,3.5,3
857,113042,A1.2,3,1,3500,17,400,14850,6,4,1,2,50,96,1,11,3.5,3
858,113042,A1.2,4,0,3450,17,250,14850,6,4,1,2,50,96,1,11,3.5,3
859,113042,A1.3,1,0,2700,46,650,13698,6,4,1,2,50,96,1,11,3.5,3
860,113042,A1.3,3,1,3500,17,400,13698,6,4,1,2,50,96,1,11,3.5,3
861,113042,A1.3,4,0,3480,17,350,13698,6,4,1,2,50,96,1,11,3.5,3
862,113042,A1.1,1,0,2700,46,650,12146,6,4,1,2,50,96,1,11,3.5,3
863,113042,A1.1,3,1,3500,17,400,12146,6,4,1,2,50,96,1,11,3.5,3
864,113042,A1.1,4,0,3450,17,300,12146,6,4,1,2,50,96,1,11,3.5,3
865,113043,A1.1,1,0,1800,32,600,28928,6,4,2,1,44,54,1,7,3.5,5
866,113043,A1.1,3,1,2000,11,350,28928,6,4,2,1,44,54,1,7,3.5,5
867,113043,A1.1,4,0,1950,11,250,28928,6,4,2,1,44,54,1,7,3.5,5
868,113043,A1.2,1,0,1800,32,600,7734,6,4,2,1,44,54,1,7,3.5,5
869,113043,A1.2,3,1,2000,11,350,7734,6,4,2,1,44,54,1,7,3.5,5
870,113043,A1.2,4,0,1950,11,200,7734,6,4,2,1,44,54,1,7,3.5,5
871,113043,A1.3,1,0,1800,32,600,8778,6,4,2,1,44,54,1,7,3.5,5
872,113043,A1.3,3,1,2000,11,350,8778,6,4,2,1,44,54,1,7,3.5,5
873,113043,A1.3,4,0,1980,11,300,8778,6,4,2,1,44,54,1,7,3.5,5
874,113043,A1.4,1,0,1800,32,600,9740,6,4,2,1,44,54,1,7,3.5,5
875,113043,A1.4,3,1,2000,11,350,9740,6,4,2,1,44,54,1,7,3.5,5
876,113043,A1.4,4,0,1980,11,250,9740,6,4,2,1,44,54,1,7,3.5,5
877,113043,S2.3,1,0,1800,32,600,14254,6,4,2,1,44,54,1,7,3.5,5
878,113043,S2.3,3,0,2000,11,350,14254,6,4,2,1,44,54,1,7,3.5,5
879,113043,S2.3,4,1,1800,13,350,14254,6,4,2,1,44,54,1,7,3.5,5
880,113043,S1.1,1,0,1800,32,600,16658,6,4,2,1,44,54,1,7,3.5,5
881,113043,S1.1,3,1,2000,11,350,16658,6,4,2,1,44,54,1,7,3.5,5
882,113043,S1.1,4,0,2100,9,350,16658,6,4,2,1,44,54,1,7,3.5,5
883,113043,S1.4,1,0,1800,32,600,14646,6,4,2,1,44,54,1,7,3.5,5
884,113043,S1.4,3,1,2000,11,350,14646,6,4,2,1,44,54,1,7,3.5,5
885,113043,S1.4,4,0,2200,7,350,14646,6,4,2,1,44,54,1,7,3.5,5
886,113043,S2.1,1,0,1800,32,600,17518,6,4,2,1,44,54,1,7,3.5,5
887,113043,S2.1,3,1,2000,11,350,17518,6,4,2,1,44,54,1,7,3.5,5
888,113043,S2.1,4,0,1900,13,350,17518,6,4,2,1,44,54,1,7,3.5,5
889,113044,S2.4R,1,0,1800,43,750,88360,5,4,2,2,43,42,0,7,4.5,3
890,113044,S2.4R,3,0,1800,20,450,88360,5,4,2,2,43,42,0,7,4.5,3
891,113044,S2.4R,4,1,1600,24,450,88360,5,4,2,2,43,42,0,7,4.5,3
892,113044,S1.2R,1,0,1800,43,750,11892,5,4,2,2,43,42,0,7,4.5,3
893,113044,S1.2R,3,0,1800,20,450,11892,5,4,2,2,43,42,0,7,4.5,3
894,113044,S1.2R,4,1,1900,16,450,11892,5,4,2,2,43,42,0,7,4.5,3
895,113044,S2.1R,1,1,1800,43,750,58664,5,4,2,2,43,42,0,7,4.5,3
896,113044,S2.1R,3,0,1800,20,450,58664,5,4,2,2,43,42,0,7,4.5,3
897,113044,S2.1R,4,0,1700,22,450,58664,5,4,2,2,43,42,0,7,4.5,3
898,113044,S2.2R,1,1,1800,43,750,16004,5,4,2,2,43,42,0,7,4.5,3
899,113044,S2.2R,3,0,1800,20,450,16004,5,4,2,2,43,42,0,7,4.5,3
900,113044,S2.2R,4,0,1700,24,450,16004,5,4,2,2,43,42,0,7,4.5,3
